Chr	start	end	gene	depth	R-190115-979857-BLD-101100_BC_E19011812-32-DNA_F1901184313-27_L190118-00002-H6_20190121-C8_panel12_plus_P190121536-1_sample20190121-B3-A00168-log2_ND
chr12	465574	465707	KDM5A	854	-0.21378937
chr12	472104	472283	KDM5A	1630	0.12604361
chr12	475074	475275	KDM5A	1416	-0.017915665
chr12	493174	493349	KDM5A	882	-0.53929308
chr12	495029	495159	KDM5A	492	-0.8761683
chr12	498069	498269	KDM5A	1569	0.32199059
chr12	1022504	1022659	RAD52	1234	0.062424185
chr12	1023029	1023322	RAD52	4470	0.80641076
chr12	1023544	1023727	RAD52	935	-0.7972444
chr12	1025404	1026002	RAD52	4803	0.2347151
chr12	1034579	1034710	RAD52	1074	0.17461947
chr12	1035934	1036141	RAD52	812	-1.1332225
chr12	1036279	1036469	RAD52	1590	0.039982617
chr12	1038934	1039080	RAD52	1522	0.20263874
chr12	1039184	1039323	RAD52	1017	-0.27176834
chr12	1040359	1040502	RAD52	1202	0.039404611
chr12	1042099	1042254	RAD52	880	-0.62915789
chr12	4383183	4383424	CCND2	1306	-0.26328787
chr12	4385148	4385394	CCND2	2244	0.19603177
chr12	4387903	4388117	CCND2	2027	0.2881617
chr12	4394408	4394651	CCND2	1451	-0.4830697
chr12	4397983	4398199	CCND2	2212	0.28474418
chr12	4408993	4409216	CCND2	3656	0.97400225
chr12	10763102	10763172	MAGOHB	332	-0.11074645
chr12	11803007	11803142	ETV6	603	-0.90609643
chr12	11905362	11905538	ETV6	1285	-0.10624492
chr12	11992052	11992530	ETV6	1076	-1.9564699
chr12	11992822	11994744	ETV6	0.001	-23.462247
chr12	11995037	11995324	ETV6	0.001	-21.200188
chr12	11995362	11997774	ETV6	0.001	-23.406321
chr12	11998052	11998649	ETV6	0.001	-21.795029
chr12	11998942	11999146	ETV6	0.001	-20.563442
chr12	11999177	11999783	ETV6	0.001	-22.080549
chr12	11999947	12001534	ETV6	0.001	-23.502228
chr12	12001547	12002032	ETV6	0.001	-21.870905
chr12	12002317	12003182	ETV6	0.001	-22.877372
chr12	12003202	12003489	ETV6	2	-10.277779
chr12	12003492	12003635	ETV6	2	-9.2044689
chr12	12003652	12004171	ETV6	0.001	-22.078944
chr12	12004172	12005821	ETV6	0.001	-23.321796
chr12	12006127	12006828	ETV6	1617	-1.8801879
chr12	12007062	12007148	ETV6	0.001	-19.580506
chr12	12007292	12007958	ETV6	0.001	-22.319136
chr12	12008232	12009598	ETV6	0.001	-23.449081
chr12	12009607	12011311	ETV6	0.001	-23.362747
chr12	12011347	12012040	ETV6	0.001	-22.434532
chr12	12012402	12013448	ETV6	0.001	-23.08328
chr12	12013522	12014605	ETV6	0.001	-23.154025
chr12	12014622	12015355	ETV6	0.001	-22.684794
chr12	12015372	12015604	ETV6	0.001	-20.953218
chr12	12015707	12016391	ETV6	0.001	-22.327743
chr12	12016407	12017691	ETV6	0.001	-23.286338
chr12	12017697	12017914	ETV6	3	-9.0513048
chr12	12018202	12018516	ETV6	0.001	-20.721393
chr12	12018522	12018602	ETV6	0.001	-18.365234
chr12	12018652	12018727	ETV6	0.001	-18.374005
chr12	12018747	12019125	ETV6	0.001	-20.992995
chr12	12019127	12021235	ETV6	2	-12.420283
chr12	12021262	12021359	ETV6	0.001	-19.394817
chr12	12021527	12021870	ETV6	0.001	-21.169483
chr12	12022187	12022789	ETV6	3419	-0.4287091
chr12	12022797	12022950	ETV6	1902	0.64581726
chr12	12037352	12037526	ETV6	3252	1.0838473
chr12	12038837	12038970	ETV6	2620	1.2961409
chr12	12043852	12043991	ETV6	0.001	-20.223258
chr12	12870752	12871276	CDKN1B	3970	0.0013227322
chr12	12871737	12871906	CDKN1B	1076	-0.45891786
chr12	18434987	18435721	PIK3C2G	4328	-0.3512317
chr12	18439737	18439878	PIK3C2G	1091	0.43803897
chr12	18443767	18443984	PIK3C2G	1797	0.63877185
chr12	18446812	18446978	PIK3C2G	1059	0.64889229
chr12	18466862	18467010	PIK3C2G	1573	0.38903321
chr12	18473847	18473996	PIK3C2G	750	0.12869649
chr12	18477927	18478068	PIK3C2G	1094	0.60072717
chr12	18491332	18491511	PIK3C2G	761	-0.10166422
chr12	18496192	18496333	PIK3C2G	709	0.32131437
chr12	18499542	18499801	PIK3C2G	1774	-0.28229193
chr12	18515662	18515845	PIK3C2G	2099	1.1124539
chr12	18524092	18524261	PIK3C2G	1572	0.36621212
chr12	18534677	18534846	PIK3C2G	1084	-0.38678975
chr12	18544047	18544221	PIK3C2G	942	-0.45658807
chr12	18552567	18552820	PIK3C2G	2244	0.22029506
chr12	18573842	18573994	PIK3C2G	1025	0.014867797
chr12	18576852	18576988	PIK3C2G	1429	0.41360122
chr12	18641372	18641577	PIK3C2G	1348	-0.14630983
chr12	18644362	18644531	PIK3C2G	1120	0.14578402
chr12	18648962	18649113	PIK3C2G	2315	1.3260404
chr12	18650517	18650715	PIK3C2G	1294	-0.14956122
chr12	18656192	18656371	PIK3C2G	1448	0.075556949
chr12	18658197	18658407	PIK3C2G	2819	0.84394491
chr12	18691057	18691269	PIK3C2G	2099	0.39193169
chr12	18699227	18699413	PIK3C2G	1910	0.41687394
chr12	18715602	18715857	PIK3C2G	2232	0.23823368
chr12	18716287	18716458	PIK3C2G	1124	-0.17803095
chr12	18719857	18719999	PIK3C2G	1070	0.59426813
chr12	18747407	18747539	PIK3C2G	1032	0.45759629
chr12	18762442	18762579	PIK3C2G	666	-0.45647981
chr12	18793327	18793509	PIK3C2G	1621	0.26317632
chr12	18800787	18801003	PIK3C2G	1274	-0.014982559
chr12	21045610	21045757	rs11045585	673	-0.75406398
chr12	21331540	21331690	rs2291075	1339	0.51690585
chr12	25362413	25362761	KRAS	1825	0.093952183
chr12	25362768	25362865	KRAS	1191	1.5802735
chr12	25368048	25368516	KRAS	2942	0.49911838
chr12	25378518	25378721	KRAS	2101	0.81890275
chr12	25380133	25380385	KRAS	1809	-0.089585076
chr12	25398183	25398362	KRAS	767	-0.47486105
chr12	42736779	42736981	PPHLN1_fus	1107	0.47334518
chr12	42736999	42737237	PPHLN1_fus	1231	0.3916309
chr12	46123594	46123729	ARID2	731	-0.54334477
chr12	46123799	46123937	ARID2	1122	-0.10728184
chr12	46124964	46125111	ARID2	1752	0.5527047
chr12	46205179	46205352	ARID2	1321	-0.015782195
chr12	46211429	46211703	ARID2	2352	0.535406
chr12	46215194	46215289	ARID2	446	0.067163263
chr12	46230334	46230467	ARID2	1447	1.4113864
chr12	46230499	46230810	ARID2	4170	0.88119461
chr12	46231069	46231215	ARID2	1781	0.99673274
chr12	46231254	46231505	ARID2	1956	0.15833313
chr12	46233104	46233311	ARID2	2460	0.68643909
chr12	46240604	46240738	ARID2	1620	0.71176396
chr12	46242594	46242763	ARID2	1626	0.60605398
chr12	46243339	46243580	ARID2	2720	0.52061848
chr12	46243794	46246706	ARID2	21378	0.75161318
chr12	46254554	46254762	ARID2	1251	-0.36124349
chr12	46285529	46285708	ARID2	3153	1.148797
chr12	46285759	46285905	ARID2	1851	0.6498684
chr12	46287179	46287355	ARID2	1493	-0.065648948
chr12	46287399	46287541	ARID2	1452	0.87810204
chr12	46298684	46298896	ARID2	1098	-0.32849508
chr12	49415531	49415687	KMT2D	991	-0.4648034
chr12	49415801	49415972	KMT2D	3103	1.0904559
chr12	49416026	49416141	KMT2D	1433	0.60071197
chr12	49416346	49416704	KMT2D	4443	0.56102709
chr12	49418331	49418518	KMT2D	2773	0.86491662
chr12	49418571	49418758	KMT2D	1451	-0.045053653
chr12	49419931	49421135	KMT2D	8055	-0.22431794
chr12	49421561	49421733	KMT2D	1740	0.29562719
chr12	49421756	49421953	KMT2D	1727	0.41868535
chr12	49422586	49422756	KMT2D	1585	0.2374681
chr12	49422821	49423041	KMT2D	1255	-0.42609696
chr12	49423136	49423286	KMT2D	547	-1.1373223
chr12	49424031	49424237	KMT2D	903	-0.57102857
chr12	49424351	49424575	KMT2D	1299	-0.4946941
chr12	49424641	49424859	KMT2D	2848	0.77517315
chr12	49424926	49425825	KMT2D	9981	0.69848453
chr12	49425836	49426605	KMT2D	9477	0.62939408
chr12	49426781	49426896	KMT2D	881	0.075296034
chr12	49426911	49427265	KMT2D	3157	0.33849196
chr12	49427271	49427660	KMT2D	4342	0.67179572
chr12	49427681	49427786	KMT2D	2529	1.7022394
chr12	49427821	49428116	KMT2D	3611	0.59657246
chr12	49428141	49428301	KMT2D	1454	0.25065565
chr12	49428326	49428477	KMT2D	1091	-0.17805057
chr12	49428571	49428752	KMT2D	1804	0.15173894
chr12	49430876	49432815	KMT2D	12670	0.1931108
chr12	49432981	49433163	KMT2D	1560	0.30817581
chr12	49433191	49433443	KMT2D	2068	0.071793342
chr12	49433481	49435340	KMT2D	10968	0.18135397
chr12	49435381	49435537	KMT2D	2355	0.97369822
chr12	49435661	49435805	KMT2D	1722	0.37799374
chr12	49435841	49436114	KMT2D	1964	0.076760255
chr12	49436301	49436457	KMT2D	1678	0.47311814
chr12	49436491	49436676	KMT2D	1879	0.33514712
chr12	49436826	49437005	KMT2D	1321	-0.10020162
chr12	49437096	49437263	KMT2D	963	-0.45851906
chr12	49437386	49437599	KMT2D	3224	0.91162226
chr12	49437616	49437809	KMT2D	2763	0.9233621
chr12	49437956	49438106	KMT2D	2472	1.2399508
chr12	49438161	49438346	KMT2D	2572	0.78965107
chr12	49438491	49438785	KMT2D	2361	0.04166383
chr12	49439641	49439795	KMT2D	1375	0.10320187
chr12	49439826	49440010	KMT2D	1570	0.13201625
chr12	49440021	49440238	KMT2D	1790	0.0050731745
chr12	49440361	49440615	KMT2D	1885	-0.091960886
chr12	49441721	49441865	KMT2D	894	-0.39207659
chr12	49442411	49442597	KMT2D	951	-0.75239
chr12	49442866	49443039	KMT2D	1658	0.30252517
chr12	49443431	49444590	KMT2D	5882	-0.55964048
chr12	49444641	49446222	KMT2D	5240	-0.870175
chr12	49446316	49446530	KMT2D	1989	0.27656651
chr12	49446671	49446878	KMT2D	1903	0.30591636
chr12	49446961	49447139	KMT2D	1448	-0.093526852
chr12	49447231	49447445	KMT2D	1568	-0.010161704
chr12	49447726	49447945	KMT2D	1627	-0.075506164
chr12	49448056	49448235	KMT2D	1588	0.19532687
chr12	49448276	49448568	KMT2D	2507	0.26957347
chr12	49448651	49448852	KMT2D	1171	-0.44739144
chr12	49449011	49449147	KMT2D	918	-0.38448511
chr12	56474047	56474191	ERBB3	2070	1.0953015
chr12	56477512	56477718	ERBB3	1715	0.11133001
chr12	56478752	56479237	ERBB3	3169	-0.39517948
chr12	56480292	56480470	ERBB3	1976	0.33350623
chr12	56481312	56481467	ERBB3	2300	0.82784538
chr12	56481547	56481738	ERBB3	3124	1.0101456
chr12	56481772	56481960	ERBB3	2450	0.55218573
chr12	56482292	56482475	ERBB3	2563	0.71549985
chr12	56482507	56482681	ERBB3	2024	0.43819131
chr12	56486482	56486640	ERBB3	1414	0.10528596
chr12	56486742	56486883	ERBB3	1146	-0.14368645
chr12	56487107	56487359	ERBB3	2179	-0.039782839
chr12	56487512	56487691	ERBB3	1550	0.13380661
chr12	56487857	56488006	ERBB3	709	-0.77219268
chr12	56488152	56488369	ERBB3	1852	0.055980871
chr12	56488987	56489126	ERBB3	1561	0.40728029
chr12	56489417	56489599	ERBB3	1669	0.077404817
chr12	56490252	56490431	ERBB3	1405	-0.16752707
chr12	56490507	56490645	ERBB3	901	-0.41310026
chr12	56490797	56491057	ERBB3	1693	-0.42869824
chr12	56491547	56491755	ERBB3	1284	-0.50903961
chr12	56492247	56492392	ERBB3	1206	-0.079641476
chr12	56492507	56492726	ERBB3	1845	-0.058072792
chr12	56493402	56493540	ERBB3	1349	0.17178664
chr12	56493597	56493840	ERBB3	1700	-0.27489852
chr12	56493922	56494061	ERBB3	1618	0.4903369
chr12	56494822	56495178	ERBB3	4515	0.61956056
chr12	56495277	56495878	ERBB3	5662	0.16502205
chr12	57486337	57486721	NAB2_fus	4227	0.36794695
chr12	57486952	57487208	NAB2_fus	643	-1.5133093
chr12	57857452	57857594	GLI1	1156	0.098474121
chr12	57857752	57857902	GLI1	2235	0.92200038
chr12	57858427	57858679	GLI1	1785	-0.12576213
chr12	57858862	57859075	GLI1	1599	-0.05278699
chr12	57859357	57859504	GLI1	1502	0.3474894
chr12	57859537	57859722	GLI1	1665	0.23050955
chr12	57859997	57860216	GLI1	1095	-0.62713537
chr12	57861087	57861307	GLI1	1479	-0.27930446
chr12	57861747	57862031	GLI1	2006	-0.10869176
chr12	57863182	57863495	GLI1	2103	-0.12333331
chr12	57864072	57865855	GLI1	11824	0.09964121
chr12	58142277	58142426	CDK4	916	-0.57266236
chr12	58142932	58143115	CDK4	1215	-0.009113146
chr12	58143177	58143326	CDK4	1731	0.48614159
chr12	58144407	58144579	CDK4	1239	-0.3009306
chr12	58144672	58144889	CDK4	2106	0.16474936
chr12	58144967	58145138	CDK4	2787	1.0498379
chr12	58145257	58145548	CDK4	3143	0.42027441
chr12	69202184	69202334	MDM2	3404	1.7113509
chr12	69202694	69202885	MDM2	3659	1.1609662
chr12	69202954	69203096	MDM2	2428	1.0725205
chr12	69207289	69207441	MDM2	1146	0.44964472
chr12	69210564	69210751	MDM2	1224	0.17826565
chr12	69214084	69214191	MDM2	342	-0.51417522
chr12	69218104	69218239	MDM2	926	-0.12575352
chr12	69218309	69218448	MDM2	944	0.19119288
chr12	69222529	69222744	MDM2	1508	-0.10939796
chr12	69229599	69229800	MDM2	1971	0.64383311
chr12	69230414	69230553	MDM2	859	0.0563247
chr12	69233029	69233654	MDM2	3991	-0.25539122
chr12	77216250	77216324	ZDHHC17	264	-1.1482137
chr12	92537830	92538242	BTG1	4176	0.1971851
chr12	92539135	92539341	BTG1	2984	1.1922706
chr12	104720154	104720217	TXNRD1	383	0.0062357938
chr12	112856844	112856979	PTPN11	772	-0.21674591
chr12	112884044	112884110	PTPN11	2091	2.6640813
chr12	112884164	112884232	PTPN11	753	0.33066395
chr12	112888144	112888221	PTPN11	373	-0.84498547
chr12	112888279	112888356	PTPN11	487	-0.5018161
chr12	112890984	112891215	PTPN11	1577	-0.18861717
chr12	112892449	112892523	PTPN11	171	-1.8085597
chr12	112893829	112893893	PTPN11	494	0.68779687
chr12	112910809	112910882	PTPN11	479	0.38756714
chr12	112915419	112915493	PTPN11	1754	1.4171807
chr12	112915499	112915580	PTPN11	1445	1.3882896
chr12	112915699	112915773	PTPN11	249	-1.4562745
chr12	112915774	112915848	PTPN11	235	-1.3498952
chr12	112919974	112920043	PTPN11	842	0.73853446
chr12	112924249	112924374	PTPN11	1667	0.97970709
chr12	112924389	112924757	PTPN11	2641	-0.30399771
chr12	112926209	112926353	PTPN11	1987	0.58279429
chr12	112926799	112926874	PTPN11	1216	0.91461135
chr12	112926944	112927027	PTPN11	627	-0.32577351
chr12	112940014	112940087	PTPN11	677	-0.0041978933
chr12	112942484	112942565	PTPN11	142	-2.3509092
chr12	115109619	115110142	TBX3	3056	-0.15636586
chr12	115111934	115112675	TBX3	6748	0.41346464
chr12	115114084	115114312	TBX3	1880	-0.069051556
chr12	115115349	115115476	TBX3	1296	0.89430533
chr12	115117279	115117490	TBX3	1481	-0.16533928
chr12	115117669	115117810	TBX3	1293	0.11489244
chr12	115118659	115118974	TBX3	2400	-0.014279638
chr12	115120594	115121046	TBX3	4794	0.5674642
chr12	118519835	118519902	VSIG10	162	-1.8527578
chr12	121416548	121416924	HNF1A	1749	-0.5236334
chr12	121426603	121426852	HNF1A	2133	0.26103784
chr12	121431298	121431542	HNF1A	1198	-0.65622299
chr12	121431943	121432222	HNF1A	1310	-0.47862518
chr12	121434038	121434255	HNF1A	1909	0.19624489
chr12	121434318	121434591	HNF1A	1717	-0.064157817
chr12	121434638	121434997	HNF1A	1610	-0.95044179
chr12	121435243	121435512	HNF1A	1121	-0.67912161
chr12	121437048	121437467	HNF1A	1397	-1.0353458
chr12	121438833	121439012	HNF1A	1488	0.2122885
chr12	123187913	123187988	HCAR2	535	-0.23836427
chr12	123188003	123188075	HCAR2	414	-0.49492298
chr12	133201247	133201434	POLE	1537	0.14895326
chr12	133201457	133201603	POLE	1047	0.042425787
chr12	133202207	133202384	POLE	1344	0.11115358
chr12	133202677	133202926	POLE	2114	0.13836474
chr12	133208867	133209123	POLE	1363	-0.72666586
chr12	133209217	133209405	POLE	856	-0.58422924
chr12	133210747	133210999	POLE	2357	0.065785465
chr12	133212452	133212628	POLE	1106	-0.48408041
chr12	133214577	133214755	POLE	1346	-0.050661706
chr12	133215687	133215897	POLE	1327	-0.33954208
chr12	133218197	133218453	POLE	1552	-0.36247205
chr12	133218727	133219018	POLE	2246	0.016304554
chr12	133219067	133219341	POLE	2460	0.25360367
chr12	133219382	133219626	POLE	3167	0.93343549
chr12	133219782	133219924	POLE	1470	0.40579935
chr12	133219967	133220177	POLE	1973	0.29116454
chr12	133220397	133220602	POLE	1696	0.030160309
chr12	133225492	133225705	POLE	1091	-0.56336045
chr12	133225867	133226124	POLE	1746	0.027163334
chr12	133226227	133226513	POLE	2344	0.12080488
chr12	133233697	133233875	POLE	2225	0.62086001
chr12	133233902	133234044	POLE	1370	0.35259431
chr12	133234422	133234564	POLE	1049	-0.27178485
chr12	133235852	133236139	POLE	2353	0.08567848
chr12	133237532	133237740	POLE	1698	0.049567199
chr12	133238082	133238294	POLE	1721	-0.076541618
chr12	133240562	133240773	POLE	1905	0.067595382
chr12	133240922	133241070	POLE	1219	0.18241455
chr12	133241857	133242076	POLE	1653	-0.032979514
chr12	133244062	133244277	POLE	2548	0.60202753
chr12	133244907	133245124	POLE	2236	0.42630682
chr12	133245192	133245343	POLE	1486	0.48265367
chr12	133245362	133245551	POLE	1607	0.095260331
chr12	133248767	133248947	POLE	1630	0.16172037
chr12	133249177	133249465	POLE	2398	0.11513303
chr12	133249727	133249906	POLE	722	-1.1376538
chr12	133250137	133250305	POLE	975	-0.2359234
chr12	133251962	133252135	POLE	1675	0.42418214
chr12	133252292	133252429	POLE	2523	1.0545957
chr12	133252652	133252834	POLE	1340	-0.27039158
chr12	133253107	133253276	POLE	859	-0.70513138
chr12	133253917	133254065	POLE	734	-0.77877702
chr12	133254142	133254319	POLE	1368	-0.19636016
chr12	133256057	133256276	POLE	1338	-0.51829566
chr12	133256507	133256657	POLE	1282	0.019258877
chr12	133256712	133256849	POLE	779	-0.58620508
chr12	133257162	133257303	POLE	1246	0.041932074
chr12	133257702	133257875	POLE	965	-0.54833215
chr12	133263787	133263942	POLE	862	-0.25332468
chr13	26828757	26828927	CDK8	1981	0.55921414
chr13	26898892	26898986	CDK8	209	-0.77246822
chr13	26911662	26911814	CDK8	855	0.45024358
chr13	26923187	26923364	CDK8	2040	0.46267849
chr13	26927862	26928039	CDK8	1494	0.15391849
chr13	26956907	26957046	CDK8	996	0.15122915
chr13	26959337	26959510	CDK8	1459	0.14468031
chr13	26967497	26967668	CDK8	825	-0.44047407
chr13	26970372	26970518	CDK8	497	-0.27275572
chr13	26971247	26971391	CDK8	742	-0.054958054
chr13	26974567	26974709	CDK8	1174	-0.005476546
chr13	26975372	26975511	CDK8	1773	0.92724764
chr13	26975612	26975796	CDK8	2466	0.60613961
chr13	26978062	26978262	CDK8	1035	-0.57733727
chr13	28578154	28578344	FLT3	1569	-0.06487269
chr13	28588564	28588737	FLT3	1130	-0.24105931
chr13	28589259	28589413	FLT3	1147	0.15197576
chr13	28589704	28589871	FLT3	904	-0.67491057
chr13	28592579	28592764	FLT3	1298	-0.34196628
chr13	28597464	28597640	FLT3	1517	0.5355789
chr13	28598959	28599097	FLT3	1136	0.32690885
chr13	28601189	28601414	FLT3	2063	0.49756442
chr13	28602279	28602462	FLT3	1824	0.21966122
chr13	28607994	28608134	FLT3	2262	0.92808314
chr13	28608184	28608372	FLT3	1750	0.31355927
chr13	28608414	28608587	FLT3	1382	0.10768498
chr13	28609609	28609853	FLT3	1865	-0.026668501
chr13	28610049	28610223	FLT3	1228	-0.25806047
chr13	28611299	28611441	FLT3	857	0.014771145
chr13	28622389	28622592	FLT3	1708	0.39371312
chr13	28623489	28623701	FLT3	2560	0.69215088
chr13	28623749	28623922	FLT3	2070	0.62079218
chr13	28624199	28624376	FLT3	1338	-0.0028299066
chr13	28626659	28626824	FLT3	1339	-0.098104156
chr13	28631449	28631626	FLT3	1070	-0.30017129
chr13	28635974	28636228	FLT3	1807	-0.31096658
chr13	28644594	28644744	FLT3	757	-0.082429902
chr13	28674554	28674686	FLT3	254	-1.7398318
chr13	28877275	28877517	FLT1	1629	-0.31018145
chr13	28880780	28880928	FLT1	1624	0.27133301
chr13	28882950	28883084	FLT1	1175	0.27442111
chr13	28885705	28885874	FLT1	1014	-0.3334463
chr13	28886095	28886289	FLT1	1075	-0.39696902
chr13	28891610	28891756	FLT1	1242	-0.01496531
chr13	28893535	28893707	FLT1	986	-0.5482434
chr13	28895575	28895748	FLT1	973	-0.39164433
chr13	28896370	28896519	FLT1	1064	-0.21460032
chr13	28896895	28897116	FLT1	3327	0.75809572
chr13	28901570	28901718	FLT1	780	-0.59163905
chr13	28903730	28903906	FLT1	2361	0.74763225
chr13	28908130	28908286	FLT1	1400	0.16861843
chr13	28913280	28913448	FLT1	1475	0.1921136
chr13	28919555	28919701	FLT1	1043	-0.26653068
chr13	28931660	28931837	FLT1	2282	0.59455497
chr13	28942205	28942279	FLT1	515	0.55015193
chr13	28942575	28942674	FLT1	362	-0.71324731
chr13	28942750	28942833	FLT1	507	-0.15233612
chr13	28959000	28959207	FLT1	2156	0.35459863
chr13	28959680	28960087	FLT1	2073	-0.11558362
chr13	28960090	28961824	FLT1	12283	0.37861062
chr13	28961845	28961931	FLT1	1038	0.48693231
chr13	28961960	28962591	FLT1	5068	0.088893677
chr13	28962600	28963290	FLT1	5040	0.25726916
chr13	28963295	28964264	FLT1	8393	0.16903865
chr13	28971065	28971245	FLT1	1189	-0.23586778
chr13	28973135	28973283	FLT1	1498	0.27011503
chr13	28979890	28980034	FLT1	1376	0.25432735
chr13	29001270	29001471	FLT1	2188	0.42293076
chr13	29001855	29002068	FLT1	1712	0.080579716
chr13	29004165	29004338	FLT1	2009	0.53455019
chr13	29005245	29005454	FLT1	1935	0.33713922
chr13	29007930	29008106	FLT1	1493	0.098579564
chr13	29008170	29008374	FLT1	2610	0.76470083
chr13	29012330	29012504	FLT1	1049	-0.32505964
chr13	29041005	29041289	FLT1	2796	0.38992711
chr13	29041630	29041765	FLT1	1298	0.29195836
chr13	29068875	29069022	FLT1	833	-0.31068139
chr13	32890551	32890686	BRCA2	1464	1.0385685
chr13	32893206	32893480	BRCA2	1571	-0.01936565
chr13	32899186	32899359	BRCA2	812	-0.069489358
chr13	32900191	32900329	BRCA2	1418	1.2838289
chr13	32900341	32900482	BRCA2	1599	1.3056196
chr13	32900611	32900788	BRCA2	1868	0.44482959
chr13	32903531	32903672	BRCA2	876	0.59549995
chr13	32905026	32905199	BRCA2	1048	0.17470852
chr13	32906381	32907528	BRCA2	5645	-0.32559071
chr13	32910376	32915357	BRCA2	25174	1.5886449
chr13	32918686	32918824	BRCA2	718	0.38267819
chr13	32920926	32921057	BRCA2	1130	1.2316628
chr13	32929001	32929501	BRCA2	3598	0.28363456
chr13	32930541	32930789	BRCA2	2204	0.18934791
chr13	32931856	32932094	BRCA2	1632	0.15082255
chr13	32936631	32936837	BRCA2	1787	0.24879447
chr13	32937281	32937702	BRCA2	2745	-0.2701655
chr13	32944516	32944722	BRCA2	2769	0.89822473
chr13	32945066	32945273	BRCA2	743	-0.70346152
chr13	32950781	32950972	BRCA2	884	-0.6427737
chr13	32953431	32953636	BRCA2	1257	-0.23519766
chr13	32953851	32954067	BRCA2	1849	0.55953939
chr13	32954131	32954302	BRCA2	2382	1.0793722
chr13	32968816	32969093	BRCA2	3206	0.66802882
chr13	32971011	32971215	BRCA2	995	-0.55135323
chr13	32972266	32972944	BRCA2	4187	-0.25906908
